Date,AAPL,ABBV,ABT,ACN,AIG,ALL,AMGN,AMZN,APA,APC,AXP,BA,BAC,BAX,BIIB,BK,BLK,BMY,C,CAT,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DIS,DOW,DVN,EBAY,EMC,EMR,EXC,F,FB,FCX,FDX,FOXA,GD,GE,GILD,GM,GOOG,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MON,MRK,MS,MSFT,NKE,NOV,NSC,ORCL,OXY,PEP,PFE,PG,PM,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TWX,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM
8/21/2014,97.94,52.27,40.96,78.06,54.58,59.85,128.53,332.91,98.26,108.42,87.28,122.49,15.87,39.73,338.65,38.14,314.69,48.21,50.85,102.01,62.66,53.08,79.37,75.77,115.88,23.78,77.31,121.26,60.57,88.16,50.39,72.80,23.52,28.86,61.23,30.47,16.03,74.57,35.24,149.30,35.25,120.05,25.10,101.06,32.62,583.37,171.79,66.71,88.48,93.49,182.06,33.61,99.86,56.20,39.51,59.57,167.32,51.47,76.18,89.80,35.30,62.61,51.63,139.04,39.96,114.22,56.11,32.24,43.75,38.83,79.89,100.48,40.71,92.75,88.23,27.37,79.34,79.15,73.59,93.15,37.96,105.15,40.93,162.47,31.88,58.43,74.77,46.27,81.77,102.55,95.04,40.75,106.89,53.46,45.52,59.77,49.23,73.10,94.44
8/22/2014,98.66,52.50,40.76,77.76,54.34,59.57,128.81,331.59,96.99,107.45,87.02,122.45,15.84,39.33,339.97,38.12,314.41,48.39,50.71,101.39,62.42,52.82,78.99,75.08,115.57,23.55,77.56,120.48,60.17,88.27,50.43,72.07,23.36,28.88,61.27,30.60,15.82,74.57,35.01,148.22,35.21,120.21,24.83,102.73,32.29,582.56,172.10,65.86,88.36,93.12,181.28,33.40,99.48,56.19,39.24,59.85,167.37,51.33,75.67,89.73,35.00,62.11,51.30,138.68,39.97,113.22,56.42,32.67,43.68,39.00,79.50,100.77,40.76,92.90,87.80,27.47,79.44,78.40,73.64,93.15,37.87,104.75,40.73,161.48,31.76,58.41,75.23,46.13,81.78,102.46,94.43,40.60,106.24,53.54,45.31,59.75,49.12,73.27,93.70
8/25/2014,98.87,53.13,41.13,78.21,54.89,60.24,130.72,334.02,98.55,109.64,87.72,123.28,16.00,39.52,342.70,38.46,321.12,48.92,51.41,102.01,62.71,53.28,79.73,75.60,115.66,23.60,77.53,121.17,60.43,88.16,50.45,72.61,23.35,28.90,61.41,31.02,15.88,75.02,35.04,148.55,35.09,120.77,24.88,106.18,32.69,580.20,174.45,66.92,88.53,93.36,182.00,33.28,99.61,57.01,39.51,60.24,168.69,51.50,75.62,89.72,35.29,62.15,51.92,139.23,40.14,114.09,56.95,33.38,43.70,39.35,80.14,100.84,40.87,93.67,89.32,27.46,79.58,79.19,73.42,93.62,38.21,105.90,40.93,161.28,31.77,58.34,74.95,45.50,82.23,102.34,94.55,40.81,106.65,53.53,45.78,59.50,49.38,73.23,93.94
8/26/2014,98.24,53.02,41.43,78.83,55.07,60.19,133.13,341.83,98.67,109.72,87.29,123.54,16.04,39.59,342.99,38.32,324.51,48.96,51.90,102.10,62.64,53.19,79.47,75.36,115.37,23.71,77.67,121.56,60.44,87.81,50.42,72.47,23.67,28.81,61.02,30.53,15.84,75.96,34.96,148.04,35.09,120.75,24.70,105.02,32.86,577.86,174.48,68.15,88.95,93.07,183.74,33.27,99.81,57.39,39.69,60.32,168.77,51.38,76.19,89.41,35.21,62.04,52.20,139.13,40.23,113.71,57.40,33.58,43.54,39.09,80.37,100.82,40.97,93.55,88.76,27.74,79.43,79.25,73.82,93.18,38.12,106.66,40.60,161.32,31.76,58.07,74.98,45.62,83.08,102.26,94.09,40.96,106.52,53.70,45.88,59.63,49.49,73.07,94.78
8/27/2014,99.45,52.97,41.23,78.21,55.15,60.14,133.67,343.18,98.65,108.20,87.37,123.16,15.91,39.49,343.36,38.17,321.69,48.46,51.64,102.56,62.67,53.19,79.63,75.82,115.52,23.70,77.75,121.93,60.23,88.15,50.93,72.20,23.54,28.68,61.08,30.96,16.00,74.63,35.01,147.86,35.37,120.35,24.81,106.14,32.73,571.00,174.94,66.85,89.18,93.13,183.04,33.26,99.60,57.25,39.69,60.50,168.68,51.32,75.83,89.92,35.38,61.89,52.39,138.50,40.19,112.59,57.48,33.31,43.41,39.21,81.04,102.05,40.77,93.76,88.40,28.01,79.36,79.24,73.78,92.74,38.18,106.68,40.87,161.57,31.99,58.16,75.17,45.89,84.31,102.49,94.05,40.76,105.94,53.80,46.04,59.24,49.28,73.39,94.68
8/28/2014,99.56,52.88,40.99,78.25,54.73,59.77,134.51,340.02,98.49,108.77,87.16,122.11,15.72,39.26,341.24,38.00,319.00,48.74,51.17,102.66,62.37,53.15,79.27,75.47,115.26,23.74,77.75,122.03,60.43,88.02,50.93,72.54,23.33,28.65,60.94,31.18,16.05,73.86,34.74,146.64,35.13,119.77,24.70,106.24,32.70,569.20,174.78,65.78,89.80,92.86,182.80,33.13,99.34,56.83,39.72,60.60,167.63,51.34,75.35,90.21,35.43,61.65,52.06,138.54,40.27,112.39,57.21,33.24,43.42,38.88,80.85,101.82,40.41,94.33,88.74,27.91,79.10,79.25,73.18,92.63,38.13,105.84,41.24,161.06,31.98,57.74,75.26,46.13,84.28,102.24,94.11,40.62,105.96,53.17,46.03,59.18,49.10,73.44,94.72
8/29/2014,99.81,52.57,40.89,78.29,55.05,60.10,135.18,339.04,98.94,110.34,87.68,121.82,15.80,39.30,343.04,38.18,320.64,48.84,51.43,103.05,62.58,53.35,79.73,76.00,115.36,23.88,77.77,122.70,60.40,87.68,50.85,73.31,23.36,28.77,60.72,31.58,16.04,74.82,34.94,146.65,34.95,119.63,24.67,106.29,32.81,571.60,176.21,66.15,90.76,92.80,183.08,33.39,100.09,57.11,39.81,61.04,167.53,51.31,75.01,89.80,35.33,62.37,52.40,138.56,40.43,112.28,57.32,33.49,43.95,38.75,81.80,102.22,40.66,94.07,88.65,27.92,79.17,79.55,73.35,92.92,38.13,105.72,41.40,162.06,32.18,57.47,75.34,46.28,84.61,102.46,94.00,40.84,104.87,52.66,46.41,59.23,49.37,73.05,94.61
9/2/2014,100.59,52.37,40.88,78.35,54.80,60.43,133.80,342.38,97.32,109.25,87.84,120.55,15.98,38.94,342.68,38.63,318.98,48.77,51.73,102.91,62.28,53.41,80.23,75.06,115.82,23.77,78.04,120.89,60.14,88.57,50.85,72.01,23.10,28.67,60.99,31.02,16.22,76.68,34.10,149.15,35.45,119.06,24.55,108.07,32.81,577.33,176.86,66.03,88.93,93.06,182.38,33.05,99.74,57.32,39.73,61.15,167.34,51.41,74.78,88.92,34.89,62.42,52.97,138.77,40.54,111.59,57.01,33.72,43.62,39.11,80.10,102.23,40.79,92.83,88.64,27.79,79.05,79.47,72.35,93.05,37.97,104.20,40.84,162.15,32.07,57.58,75.63,46.02,84.32,103.38,94.60,40.83,105.90,53.21,46.36,58.73,49.50,73.29,93.69
9/3/2014,96.34,52.79,41.39,79.06,54.58,60.25,134.40,339.00,97.51,109.16,88.26,120.99,15.86,39.04,344.12,38.51,321.30,48.73,52.00,102.48,62.28,53.50,80.18,75.70,115.62,23.93,78.66,121.19,60.13,88.71,51.18,72.10,22.96,28.78,60.97,31.43,16.10,75.83,33.91,150.45,35.82,121.26,24.64,108.14,32.50,577.94,176.70,66.12,86.83,93.02,182.75,33.05,100.12,57.35,39.87,61.60,167.05,51.70,75.14,89.25,34.97,62.82,52.82,138.38,40.56,111.94,57.67,33.73,43.49,38.88,80.57,103.14,41.02,92.91,89.53,27.92,78.97,79.38,72.19,93.21,37.63,104.31,41.20,162.79,32.19,57.78,75.64,46.44,84.71,103.76,94.62,40.68,106.05,53.25,46.46,58.94,49.48,73.54,94.28
9/4/2014,95.54,52.82,41.52,78.96,54.24,59.98,133.85,345.95,95.96,106.25,87.78,120.53,15.87,38.91,334.83,38.46,321.80,48.75,52.24,102.82,62.17,53.51,80.15,74.72,119.24,23.80,78.61,120.18,60.22,87.93,51.55,70.29,22.91,28.30,61.30,31.70,15.91,75.95,33.84,150.78,35.65,121.04,24.65,105.60,32.65,581.98,177.17,65.11,87.74,92.56,181.54,33.38,100.20,57.36,39.95,61.67,166.61,52.39,75.57,89.12,34.66,62.52,53.05,138.18,40.49,110.32,57.29,33.87,43.78,39.43,79.15,103.71,40.68,92.84,88.67,27.90,79.74,79.00,72.40,93.66,37.81,101.87,41.18,162.32,32.16,58.39,75.54,46.35,84.98,104.39,95.10,40.80,106.07,53.09,46.31,61.13,49.50,74.07,93.57
9/5/2014,96.37,53.20,41.57,79.03,54.05,59.96,133.72,346.38,96.71,107.58,87.74,119.79,15.78,39.16,330.48,38.46,322.78,49.29,52.07,102.55,62.70,54.31,80.34,75.18,121.02,23.89,79.91,120.75,60.30,88.71,52.03,70.70,22.69,28.28,61.72,31.95,15.79,77.26,33.65,152.03,35.67,121.77,24.78,104.12,32.61,586.08,176.84,65.99,89.38,93.17,182.04,33.46,100.76,57.55,39.92,62.15,168.09,52.88,76.05,89.18,34.84,62.82,52.89,138.75,40.72,110.93,58.34,33.80,44.41,40.47,79.08,104.66,40.41,91.88,88.57,28.16,79.80,79.43,73.07,94.29,38.20,102.95,41.76,165.06,32.35,58.44,75.27,46.66,85.65,104.82,95.48,40.69,105.57,53.08,46.52,62.59,49.58,74.99,94.42
9/8/2014,95.77,52.85,41.44,78.93,54.33,60.00,135.07,342.34,95.15,105.05,87.07,122.95,16.11,39.17,331.31,38.43,322.46,49.36,51.82,101.96,61.52,54.48,79.75,73.95,120.62,23.84,79.68,119.63,59.71,88.34,51.57,69.23,22.82,28.53,61.63,31.60,15.48,77.89,33.54,151.33,35.52,122.08,24.76,105.27,31.62,589.72,177.20,64.88,88.61,92.80,181.03,33.78,100.40,57.53,39.87,62.42,168.28,52.32,75.42,88.63,34.48,63.26,52.49,139.41,40.82,111.33,58.21,34.02,44.95,40.65,78.21,103.79,39.79,90.02,88.68,27.92,79.37,78.08,73.16,95.00,38.06,100.76,41.55,164.31,32.23,57.94,75.51,46.58,85.81,104.59,95.05,40.60,105.47,53.46,46.14,61.62,49.40,74.05,93.01
9/9/2014,95.41,54.16,41.46,78.18,54.21,59.47,133.25,329.75,94.36,104.39,86.06,123.17,15.90,39.20,326.83,37.80,318.61,48.68,51.04,101.47,61.32,55.19,79.20,73.88,120.16,23.75,79.15,118.65,59.63,87.40,50.76,68.77,22.19,28.47,61.75,31.29,15.32,76.67,33.09,149.94,35.32,122.55,24.59,104.64,31.46,581.01,174.53,64.41,86.76,92.04,180.88,33.38,100.16,56.74,40.02,61.88,168.44,51.82,75.26,87.28,34.69,64.02,51.97,139.00,40.97,111.11,57.74,33.10,45.24,40.37,77.38,103.92,39.86,89.83,88.25,27.76,79.06,77.92,73.10,95.81,37.79,100.26,41.00,164.36,31.90,58.24,74.72,46.37,86.44,104.60,94.37,40.18,105.54,53.09,45.55,61.28,49.02,74.25,92.64
9/10/2014,98.35,54.39,41.52,78.43,54.48,59.52,134.99,331.33,94.52,104.74,86.56,123.18,16.12,39.73,332.08,38.13,319.99,49.26,51.61,100.09,61.87,55.48,78.92,73.91,120.21,23.82,79.20,117.80,59.57,87.33,50.67,68.93,21.51,28.74,61.66,31.22,15.32,77.43,33.20,149.70,35.21,123.68,24.64,106.94,31.66,583.10,176.96,65.27,87.07,91.95,182.36,33.48,101.31,56.89,40.24,62.21,168.10,52.17,75.84,89.11,34.76,64.44,52.36,139.17,41.16,109.72,57.93,33.51,45.31,40.68,77.57,103.17,39.86,90.01,88.61,27.96,79.68,78.26,73.19,97.31,37.83,100.54,40.80,162.44,31.94,59.27,74.27,46.10,85.53,104.52,94.28,40.41,105.37,53.74,45.41,61.97,49.45,74.03,92.09
9/11/2014,98.76,55.02,41.20,78.72,54.56,59.83,134.77,330.52,94.86,105.41,86.57,122.62,16.32,39.63,327.11,38.36,318.68,48.87,52.00,99.76,62.28,55.55,78.92,74.28,120.00,24.06,79.37,117.37,59.50,87.76,50.21,68.89,21.33,28.93,61.32,31.42,15.35,77.92,33.20,151.46,34.95,122.90,24.71,105.14,31.97,581.35,178.07,65.62,87.04,92.32,182.53,33.48,100.88,57.41,40.32,62.59,167.73,51.87,74.82,89.08,34.90,64.21,52.37,138.89,41.02,110.31,57.72,33.90,45.47,40.36,78.52,103.79,39.83,89.83,88.47,28.14,79.54,78.55,73.36,97.34,37.30,100.72,41.08,161.96,32.08,59.88,75.08,46.25,85.36,104.84,94.59,40.66,105.38,53.26,45.65,62.09,49.52,73.63,92.30
9/12/2014,98.99,55.05,41.19,78.20,54.32,59.62,133.73,331.19,93.51,103.52,85.81,121.96,16.54,39.43,323.39,38.88,319.22,48.47,52.15,99.23,62.34,55.65,78.64,73.41,119.45,24.04,78.86,116.26,59.18,87.47,50.01,68.22,21.97,28.89,61.16,31.05,15.29,77.48,32.90,152.69,34.70,122.69,24.56,102.44,31.65,575.62,180.21,64.44,86.67,92.08,182.11,33.10,100.91,57.67,39.85,62.68,167.95,51.76,74.67,89.44,34.48,63.67,53.09,138.50,40.99,109.76,57.20,34.17,45.18,40.37,76.76,103.07,39.65,88.96,87.72,27.95,79.32,78.10,72.61,97.19,36.98,98.57,40.43,157.74,31.76,59.82,75.13,45.94,84.48,104.16,94.70,40.76,105.23,53.03,45.08,61.48,49.62,73.31,91.11
9/15/2014,98.96,55.09,41.35,77.84,54.53,60.23,133.81,323.89,94.37,104.28,85.55,121.34,16.49,39.35,320.12,38.90,317.16,48.17,52.08,99.07,62.37,55.59,79.18,74.29,119.78,23.94,79.52,117.76,59.66,87.87,50.36,68.54,21.45,28.70,60.98,31.40,15.18,74.58,32.97,152.96,34.56,123.13,24.61,99.80,31.99,573.10,181.01,64.85,87.20,92.23,182.62,33.02,101.05,57.58,39.89,62.60,169.08,51.92,74.44,89.56,34.59,63.44,52.70,139.02,42.05,109.84,57.17,34.37,44.73,40.26,77.38,103.34,39.81,89.78,88.04,28.42,79.90,78.27,72.37,97.90,36.71,99.37,40.44,157.78,31.93,59.52,74.53,45.71,84.33,104.19,94.28,40.92,105.20,53.18,45.23,61.39,49.85,73.35,91.60
9/16/2014,98.21,55.73,41.52,77.35,54.75,60.32,135.13,327.76,95.05,105.04,86.51,122.31,16.46,39.58,326.88,39.14,318.35,49.32,52.13,99.07,62.97,55.80,79.84,75.56,120.46,24.10,80.48,118.44,60.14,88.06,50.78,70.08,21.72,28.79,61.09,31.96,15.22,76.08,33.52,153.58,34.41,124.00,24.89,103.53,32.06,579.95,181.07,65.84,88.07,92.43,183.71,33.39,102.17,57.63,40.02,63.19,170.61,52.48,75.78,89.83,34.70,64.65,52.88,139.37,42.13,110.60,57.62,34.27,45.24,40.06,78.38,104.30,40.33,90.02,89.36,28.54,80.10,78.85,72.98,98.10,36.79,101.21,40.96,159.38,32.17,60.14,75.08,46.03,85.44,105.04,94.61,40.92,105.41,53.84,45.61,62.29,50.21,73.84,92.68
9/17/2014,98.91,56.70,41.99,76.95,54.97,60.36,136.47,324.00,94.73,104.68,87.21,122.74,16.52,38.35,327.58,39.23,319.87,49.06,52.16,98.25,63.07,55.66,80.52,75.45,120.06,24.09,80.50,118.21,63.27,88.12,51.42,69.80,21.86,28.69,61.20,31.82,15.23,76.43,33.16,158.59,34.31,124.47,24.94,102.62,32.20,584.77,181.83,64.81,89.00,93.10,183.56,33.44,102.47,57.94,39.99,63.29,172.16,52.63,75.41,89.62,34.58,64.45,52.91,139.87,42.37,110.38,57.51,34.71,45.00,40.21,77.01,106.78,40.28,89.67,89.63,28.83,80.17,78.92,73.09,98.65,36.92,99.62,40.63,159.66,32.23,60.15,75.18,46.46,85.27,106.66,95.99,41.23,104.91,53.40,45.84,62.37,50.40,73.77,92.35
